Streamer_ID,Channel,Watch_time,Stream_time,Peak_viewers,Avg_viewers,Subscribers_End,Subscribers_Beg,Subscribers_gained,Viewers_Gained,Partnered,Mature,Language
869,Xnapycz,2357103,1465,4388,1572,94551,50101,44450,4521040,TRUE,TRUE,Czech
870,SilentSentry,2353654,2096,5572,1085,301633,288100,13533,1896110,TRUE,FALSE,English
871,lilballzlolz,2353094,1300,6328,1724,118276,108445,9831,4212219,TRUE,FALSE,Chinese
872,DaigoTheBeasTV,2353057,959,27261,2225,173271,130958,42313,4166521,TRUE,FALSE,Japanese
873,UncleBjorn,2350358,2247,4265,975,111003,84489,26514,7886426,TRUE,FALSE,Russian
874,AnniTheDuck,2349596,887,7894,2533,460463,197253,263210,7336341,TRUE,TRUE,German
875,StRoGo,2346873,490,45087,4621,272944,14612,258332,5978117,TRUE,FALSE,Russian
876,pikra10,2341881,2070,4659,1068,77376,34860,42516,2973636,TRUE,FALSE,Korean
877,beryl_lulu,2341680,1367,15901,1739,156726,107204,49522,9765341,TRUE,FALSE,Chinese
878,purple_hs,2340442,1864,5460,1149,88792,69942,18850,1512076,TRUE,FALSE,English
879,Harmii,2338413,1936,7200,1159,333858,165406,168452,3556031,TRUE,FALSE,German
880,Zerkaa,2337384,850,11192,2571,529504,155784,373720,2530852,TRUE,FALSE,English
881,iklooode25,2336169,356,42463,7265,418710,64375,354335,1443848,TRUE,FALSE,Arabic
882,nielnieh345,2336135,3100,5455,728,93991,75249,18742,4755073,TRUE,FALSE,Chinese
883,akagreenn,2334743,860,21136,2902,117916,3055,114861,3514645,TRUE,TRUE,Turkish
884,Spraggy,2331555,1360,30415,1674,99807,64354,35453,3037728,TRUE,FALSE,English
885,TpaBoMaH,2328739,1541,6813,1531,151266,65549,85717,7804776,TRUE,FALSE,Russian
886,Day9tv,2325939,1075,5597,2140,496790,483446,13344,2495558,TRUE,FALSE,English
887,Sologesang,2321220,2057,5120,1072,58531,32469,26062,4569358,TRUE,FALSE,German
888,karavay46,2320968,551,48331,4037,354734,52793,301941,8457221,TRUE,FALSE,Russian
889,RaulZitoYT,2320824,2191,6545,839,78971,2242,76729,2725303,TRUE,FALSE,Portuguese
890,JonBams,2317790,1481,5577,1522,309837,234109,75728,1940922,TRUE,TRUE,English
891,Japan_ASMR,2315595,8495,496,271,67707,35058,32649,1272641,TRUE,FALSE,Japanese
892,OuterHeaven,2299932,1576,6955,1101,137954,130030,7924,1037346,TRUE,TRUE,English
893,Yamikazexz,2292140,1242,12411,1643,201657,40557,161100,5719244,TRUE,FALSE,English
894,aircool,2288418,2134,12620,964,153703,33133,120570,1628826,TRUE,FALSE,English
895,Lapi,2287636,2860,8684,789,130323,113331,16992,6792456,TRUE,FALSE,French
896,robn_live,2287497,2226,73664,656,66223,2248,63975,1502917,TRUE,FALSE,English
897,aram4519,2282405,1360,14167,1592,301329,121725,179604,5711063,TRUE,FALSE,Korean
898,Ezekiel_III,2276624,1832,18804,1190,190452,181483,8969,4018240,TRUE,TRUE,English
899,RebeuDeter,2264050,309,24675,7141,215360,21232,194128,2560454,TRUE,FALSE,French
900,nookyyy,2259849,2487,7393,683,206681,127694,78987,2481667,TRUE,FALSE,German
901,BrookeAB,2259012,812,24357,2777,737161,489826,247335,6936235,TRUE,FALSE,English
902,innocents,2254174,1397,13654,1557,534759,255679,279080,3488587,TRUE,TRUE,English
903,RealKraftyy,2253020,1810,19953,1235,710277,689079,21198,4102026,TRUE,FALSE,English
904,rhobalas_lol,2252818,2904,5224,779,100599,30748,69851,3011205,TRUE,FALSE,French
905,veloxey,2250960,1477,8596,1273,252913,72771,180142,1874494,TRUE,FALSE,Italian
906,ArQuel,2248539,1940,9110,1122,285920,240767,45153,4895500,TRUE,FALSE,Polish
907,ElOjoNinja,2246021,1367,9339,1484,273504,139910,133594,5226901,TRUE,FALSE,Spanish
908,Bamboe,2240521,1982,5956,1075,86644,61296,25348,2322578,TRUE,FALSE,English
909,Sonecarox,2232938,3994,2445,569,87530,66212,21318,3105118,TRUE,TRUE,Portuguese
910,MuTeX,2230276,2500,9448,824,200619,85747,114872,1615269,TRUE,TRUE,English
911,RayNarvaezJr,2227492,1377,6611,1589,528396,499328,29068,2180691,TRUE,TRUE,English
912,Tanovich,2217985,1498,10352,1434,296560,77177,219383,3677360,TRUE,TRUE,Spanish
913,Zalae,2217977,1584,5934,1351,170668,147174,23494,1776974,TRUE,FALSE,English
914,KheZu,2216273,2077,5322,991,122158,93318,28840,2671995,TRUE,FALSE,English
915,mandiocaa1,2208896,495,9540,4355,312944,283253,29691,2567198,TRUE,TRUE,Portuguese
916,dragon3652,2208129,4056,2379,529,35503,23883,11620,4618003,TRUE,FALSE,Korean
917,RiotGamesOCE,2206453,682,50458,3076,149775,84027,65748,8437414,TRUE,FALSE,English
918,Videoyun,2205337,2056,8057,1030,375697,290532,85165,8078109,TRUE,FALSE,Turkish
919,AlcastHQ,2201380,482,12999,4680,81928,57346,24582,41833833,TRUE,FALSE,English
920,julien,2200912,1348,15150,1685,511861,334105,177756,4880209,TRUE,FALSE,English
921,iGeStarK,2199295,1324,12893,1282,244437,12706,231731,2948954,TRUE,FALSE,Spanish
922,Ziqoftw,2197029,1575,10569,1293,198304,164757,33547,4933908,TRUE,FALSE,English
923,CyrusTWO,2193696,2135,2727,1027,96691,71414,25277,5787660,TRUE,TRUE,Swedish
924,jmjdoc,2190138,2848,2395,756,30877,21375,9502,4337476,TRUE,FALSE,Korean
925,CouRageJD,2189021,234,72100,8717,2115596,1995162,120434,2874860,FALSE,FALSE,English
926,YoMax,2184549,973,16952,2051,273980,144980,129000,1715466,TRUE,FALSE,French
927,JeffHoogland,2182895,1894,3375,1070,68914,61624,7290,1965274,TRUE,FALSE,English
928,Call of Duty (callofduty),2182316,61,170131,19897,968465,918144,50321,5423366,TRUE,TRUE,English
929,GoBGG,2173305,1546,4198,1400,229586,192314,37272,5971819,TRUE,FALSE,French
930,Wackyjacky101,2173177,2172,5981,1012,209700,136906,72794,9213152,TRUE,FALSE,English
931,TaKeTV,2170337,1809,31809,829,227062,214029,13033,2855045,TRUE,FALSE,German
932,iceiceice,2169660,626,8409,3107,183960,126163,57797,2582911,TRUE,FALSE,English
933,StarCraft,2169325,248,56109,6636,342409,320279,22130,4110003,TRUE,FALSE,English
934,MadDecentLive,2166565,709,36968,3069,95371,19,95352,44291541,FALSE,FALSE,English
935,WillerZ,2165939,2230,24663,872,79392,10493,68899,2344895,TRUE,TRUE,English
936,SoyPan,2165064,2214,13884,954,343191,181173,162018,2167760,TRUE,FALSE,Spanish
937,murilo_RT,2164968,6399,8185,315,70814,14875,55939,3070308,TRUE,TRUE,Portuguese
938,Multiplayerit,2159461,1863,15237,1053,58786,41136,17650,30889814,TRUE,FALSE,Italian
939,Markstrom,2152160,1777,71423,915,93045,57768,35277,1829062,TRUE,FALSE,English
940,Krayn_Live,2151724,2284,4183,918,125775,105203,20572,4621526,TRUE,TRUE,French
941,westdoor,2148802,1818,5363,1165,272662,255754,16908,5018006,TRUE,TRUE,Chinese
942,Sintica,2148476,1581,8467,1207,160387,49432,110955,7008648,TRUE,FALSE,German
943,FantaBobShow,2147432,1093,8248,1936,348598,262259,86339,3598696,TRUE,TRUE,French
944,ops1x,2146390,1137,23490,1457,268942,14752,254190,3050489,TRUE,FALSE,English
945,wingz,2145782,1545,3940,1347,85695,52771,32924,3057045,TRUE,FALSE,Spanish
946,ZLOYn,2143107,821,14155,2603,294277,10056,284221,6731111,TRUE,FALSE,Russian
947,HunterGodBr,2139494,1492,51612,1737,258876,4616,254260,14078099,TRUE,FALSE,Portuguese
948,leplol1,2138576,2090,9307,1444,157981,41738,116243,3163399,FALSE,FALSE,Portuguese
949,sacy,2136191,1611,10692,1304,206184,88994,117190,3590048,TRUE,FALSE,Portuguese
950,hejin0_0,2128508,2098,3032,1017,123451,51259,72192,5800110,TRUE,FALSE,Korean
951,Naru,2127500,664,13744,3045,344859,221080,123779,5321664,TRUE,FALSE,Turkish
952,Warcraft,2127444,167,51972,13741,593564,561876,31688,6635421,TRUE,FALSE,English
953,FlexZ,2125844,1913,14278,897,155382,21423,133959,3254805,TRUE,FALSE,Spanish
954,DizzyKitten,2123317,1335,10080,1584,613135,558482,54653,8960383,TRUE,FALSE,English
955,wltn4765,2121521,2235,9379,980,99600,31471,68129,6213041,TRUE,FALSE,Korean
956,Staryuuki,2120327,1284,5530,1467,586475,56169,530306,5418113,TRUE,FALSE,Spanish
957,CeMka,2118628,1843,18473,979,86502,64386,22116,4241970,TRUE,FALSE,Russian
958,Halifax,2114764,2675,12478,793,228316,175883,52433,2955093,TRUE,FALSE,English
959,Bidule,2113477,1023,10100,2052,82570,17650,64920,2486535,FALSE,TRUE,French
960,Gabi,2112989,1058,17866,2174,271202,92554,178648,3821231,TRUE,FALSE,Portuguese
961,Hype,2111741,1359,10030,1674,145476,44205,101271,6185689,TRUE,TRUE,Turkish
962,Gigz,2107279,1645,15061,1136,254401,210326,44075,1958787,TRUE,FALSE,English
963,yagubu,2104014,1103,25478,1666,59697,6207,53490,3379601,TRUE,FALSE,Korean
964,richwcampbell,2102211,1165,34756,1878,108410,50988,57422,3790423,TRUE,FALSE,English
965,ESL_CSGO_FR,2100439,888,22857,2570,193614,167541,26073,4124889,TRUE,FALSE,French
966,dkwl025,2097873,1723,6861,1237,220819,106259,114560,4933531,TRUE,FALSE,Korean
967,Cizzorz,2096873,950,11782,1891,1866339,1643766,222573,3095942,TRUE,FALSE,English
968,RyuQuezacotl,2094681,2097,4022,976,79063,69179,9884,1867494,TRUE,TRUE,English
969,Sigma,2091290,1578,81683,798,61206,7055,54151,1334161,TRUE,TRUE,English
970,Robbaz,2087497,1440,4938,1427,229652,205825,23827,5009610,TRUE,FALSE,English
971,mailand,2082273,1448,6867,1400,86561,54956,31605,3923343,TRUE,TRUE,German
972,Buozzi,2082109,2380,4036,872,75290,35743,39547,5126434,TRUE,TRUE,Portuguese
973,HeyarTV,2081303,2595,2343,786,124479,106784,17695,2506556,TRUE,TRUE,French
974,LenaGol0vach,2081278,504,9115,4159,274237,233322,40915,2969471,FALSE,FALSE,Russian
975,Sinner666,2080204,413,27996,4530,7102,1,7101,21322548,FALSE,FALSE,Russian
976,TommyKayLIVE,2078014,1802,3536,1124,127770,69097,58673,2561302,TRUE,TRUE,English
977,TMemoryy,2077013,2174,3244,924,171107,106357,64750,1027960,TRUE,FALSE,English
978,Patriota,2076597,1072,29435,1951,646758,302545,344213,3707623,TRUE,FALSE,Portuguese
979,runner0608,2075427,880,17926,2434,164902,105914,58988,4276695,FALSE,FALSE,Korean
980,zorlaKOKA,2070684,1668,4977,1247,361102,277684,83418,7654224,TRUE,FALSE,Portuguese
981,Hitch,2070409,2215,3976,875,96343,65530,30813,1942552,TRUE,TRUE,English
982,calango,2069669,1169,8380,1736,767187,473579,293608,3292645,TRUE,FALSE,Portuguese
983,Adin2Huncho,2068893,1082,14502,1470,199880,37238,162642,956614,TRUE,FALSE,English
984,SlotRoom247,2067970,6230,20609,326,69183,70,69113,1338301,FALSE,TRUE,German
985,ALLinPav,2067650,2296,6221,850,71579,50219,21360,3156265,TRUE,TRUE,English
986,Surefour,2067609,886,7911,2289,331662,284671,46991,2066041,TRUE,TRUE,English
987,NumotTheNummy,2064988,1766,3359,1118,103069,95024,8045,1530401,TRUE,FALSE,English
988,aminematue,2063771,508,16577,4016,124232,869,123363,2316908,TRUE,FALSE,French
989,CallMeCarsonLIVE,2058104,239,61531,8208,1151712,419604,732108,3533199,TRUE,TRUE,English
990,ZiggyDLive,2056635,1651,18437,1227,173807,157908,15899,4249580,TRUE,FALSE,English
991,KEEMSTAR,2056098,58,74195,35333,146035,99668,46367,7139253,FALSE,FALSE,English
992,crazzyccat,2054657,3213,2543,644,35930,11081,24849,1889696,TRUE,FALSE,Korean
993,RelaxBeats,2054566,8691,2830,235,166162,136567,29595,1094850,TRUE,FALSE,English
994,LAGTVMaximusBlack,2052089,2692,7138,725,256353,243102,13251,2310313,TRUE,TRUE,English
995,Destructoid,2043811,1717,14566,1190,48007,39012,8995,87603521,TRUE,FALSE,English
996,LITkillah,2042077,226,21359,9104,601927,39236,562691,2162107,TRUE,FALSE,Spanish
997,bighead033,2042062,2550,3940,793,213212,160923,52289,4399897,TRUE,FALSE,Korean
998,newmasca,2040872,3624,6431,567,109068,114010,-4942,3417970,TRUE,FALSE,Korean
999,AndyMilonakis,2038518,1746,10543,1153,547446,438335,109111,3926918,TRUE,FALSE,English
1000,Remx,2036548,1653,13788,1205,178553,119121,59432,2049420,TRUE,FALSE,French
